"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"RPL12P10"	0.0111743770764509	0.167200824758468	0.409724140851463	0.682780386982421	0.728532209755038	-7.40611146559694
"C9orf85"	0.0175599714767898	1.32006092209731	0.409193704390517	0.683168463465458	0.728808939371254	-7.40632957799905
"SKIL"	0.0376231400236846	3.59129906252026	0.409170421238652	0.683185499766614	0.728808939371254	-7.40633914544197
"TREH"	-0.0165134655670071	0.172407698029788	-0.406742330115041	0.6849630320973	0.73062723423712	-7.40733390944017
"GRIA2"	0.00580838268264877	0.0237683982825356	0.406490106599963	0.685147778920167	0.730746351237379	-7.40743690436198
"GDF6"	0.013903932221327	0.147663634292049	0.406041855343387	0.685476157782812	0.731018617663231	-7.4076197895805
"ATP5IF1"	0.0338866370185968	4.82811429235632	0.405327382688001	0.685999688948735	0.731498921890312	-7.40791087643608
"SAXO1"	-0.00481722665759298	0.0506918318074912	-0.404246846061044	0.6867917442878	0.732265427324662	-7.40835013212893
"SF3A1"	-0.0245789390075437	4.59855735255412	-0.403506417638846	0.687334694716025	0.732766199057596	-7.40865045323565
"HCG17"	0.0089888965614684	0.184229312616801	0.402621927223004	0.687983498894227	0.73337970247759	-7.40900848692035
"MSS51"	-0.017988081621807	0.559640130574447	-0.400973598559244	0.689193225561966	0.734590946026398	-7.40967362496508
"ATP5MGL"	-0.00625213560045262	0.0807926826602088	-0.400375495081492	0.689632379697869	0.734980688157166	-7.40991430053127
"SLC7A2"	-0.10851927494693	2.88618716992285	-0.399401413928393	0.690347820071934	0.735664769897628	-7.41030550187411
"PWWP2B"	0.0342075685431573	3.30109889279491	0.399023147590805	0.690625723695666	0.735852157047258	-7.41045716150318
"FAM183BP"	-0.0119641815673469	0.128538350111332	-0.39896175065807	0.690670834604557	0.735852157047258	-7.41048176407038
"EHBP1"	0.0313971993950872	2.55779080372368	0.398059516404018	0.69133387235676	0.736480102649153	-7.41084286596893
"PTPN23"	0.02659888673579	3.61159306386895	0.397833287055309	0.691500162385266	0.736578783963854	-7.41093328207432
"CNTN5"	0.0158109915623734	0.159057168042982	0.395671360404095	0.693090047457082	0.738193681390012	-7.41179474449065
"LRRC3C"	-0.00545245300914911	0.0574877014341482	-0.395044869284718	0.693551026678142	0.738605992202494	-7.41204350744895
"PRG2"	-0.00707373643924035	0.108524945473901	-0.394466617709875	0.693976612716657	0.738980526798698	-7.41227276689668
"HLA-G"	-0.0752741517018247	2.41745207212956	-0.392942773801262	0.695098611251714	0.740096477056766	-7.41287532122689
"LINC02435"	-0.0139386495120386	0.209606618677872	-0.392443163477241	0.695466619280606	0.74040947437518	-7.41307236953656
"GAPDHP76"	-0.00495160173935965	0.0523917788591342	-0.392289533671981	0.695579796095523	0.740451134868558	-7.41313291148589
"BOC"	0.0311332514554314	0.831638001708575	0.391267864131506	0.696332619694423	0.741155582770206	-7.41353492643002
"DUSP2"	0.0537149554501228	2.37668295502097	0.391190300180129	0.696389785570885	0.741155582770206	-7.41356540423168
"IL2RB"	0.0602251043695965	2.47976118092159	0.390932232930885	0.696579997851333	0.741279129351211	-7.41366676520691
"MYL6P3"	0.00884437383017367	0.0944560574081728	0.389289997862772	0.697790884013157	0.74248870399357	-7.41431022227157
"DSTNP4"	0.00718243041727193	0.0706810562882061	0.388868070785738	0.69810211394674	0.742740838330397	-7.41447510464761
"NPY"	0.033959312080686	0.225402401559071	0.388221072918209	0.698579464830771	0.74316964343699	-7.41472759471523
"ARMC7"	-0.0259462394849126	3.04126211417175	-0.387325313726264	0.699240549607263	0.74379379811431	-7.41507647140604
"PPIAP41"	0.017125932877114	0.172641196505578	0.38699448586532	0.699484764387035	0.743974435638199	-7.41520511766614
"TMA7"	0.0337457680729836	5.64470510643561	0.386723503460065	0.699684825146841	0.744108077365566	-7.41531041064302
"MPST"	0.0361683273764033	3.12873848280662	0.385868407142818	0.700316263680875	0.744644702802486	-7.41564218474064
"PIWIL4"	-0.0168670062961579	0.601311209336254	-0.385838512415895	0.700338342985738	0.744644702802486	-7.41565377052869
"CSF2RA"	-0.0521952595651753	2.51551927115864	-0.384304874768872	0.701471383348429	0.745770129011725	-7.41624693516758
"KLHL21"	0.028523194908245	2.85206829795465	0.383330739983252	0.702191416703043	0.746456273735562	-7.41662247738393
"WWP1"	-0.0267752131782459	3.43558816000982	-0.383032087821532	0.702412220240436	0.746611628656926	-7.41673742145175
"PCM1"	-0.0428658271035087	3.28507332554526	-0.382900705590899	0.702509363581604	0.746635522990333	-7.41678795902634
"UNC93B5"	-0.00649558064120703	0.0821628490237596	-0.382771321481367	0.702605034334366	0.746657847326638	-7.41683771110206
"LINC00865"	-0.0318893915795807	0.899548343784192	-0.38262242367023	0.70271514005073	0.746695505313708	-7.41689494602641
"RPL34P31"	0.0180899802310087	0.236699738626283	0.380775420853918	0.704081471135907	0.748067861385366	-7.41760307000035
"SPNS3"	0.0209365681476317	0.543092897480044	0.380420544079477	0.704344104338139	0.748267400762923	-7.41773873508332
"MBOAT4"	-0.00870606547234212	0.191537491041429	-0.37976030605073	0.704832820894987	0.748707054275533	-7.41799080032895
"EEF1A1P10"	0.0221657703164334	0.542994297286953	0.379146381086882	0.705287366724988	0.749110320472637	-7.41822479234375
"HBE1"	0.0172867605976597	0.0948782486450263	0.378696831756282	0.705620277589194	0.749384321993621	-7.4183958945582
"ERN1"	-0.0342244047617548	2.50600724464544	-0.378278246273487	0.705930309719338	0.749633970180884	-7.41855502963319
"TRIM4"	-0.0238249158870176	3.21350687682158	-0.377684337262547	0.706370282935797	0.750021536351452	-7.41878051681154
"ADAMTS10"	-0.0284103740561406	1.08008598433637	-0.377248447815011	0.706693257101893	0.750284804227512	-7.41894578443016
"ARRDC3-AS1"	-0.013506919792193	0.316432070087325	-0.37678523087382	0.707036538343354	0.750562394283839	-7.41912120463183
"MBL3P"	-0.0263367444672965	0.250739764280222	-0.376693086942393	0.707104831654805	0.750562394283839	-7.41915607389155
"LINC00893"	-0.023512203224728	0.492439309925478	-0.3764170114051	0.707309461842141	0.75062528590018	-7.41926049592796
"CAPN7"	-0.0218351251943862	2.75152106199263	-0.376410609977912	0.707314206903739	0.75062528590018	-7.41926291627992
"PNMA2"	-0.0553505753073158	2.36192520621336	-0.376280056520338	0.707410982242505	0.750648325809109	-7.41931226902064
"CDC20P1"	-0.0185552138189982	0.363516171104227	-0.375216640542384	0.708199438708531	0.751405240009051	-7.41971363295355
"PCED1A"	0.0347002323256138	3.31830128119509	0.373806406399092	0.70924552803872	0.75243531512701	-7.42024414841745
"HNRNPA3P15"	-0.00335443996908772	0.0301847965355105	-0.373370805318453	0.7095687624463	0.752698379597221	-7.42040761419913
"PBX2"	-0.0266482629373685	3.96340673371588	-0.372712278925365	0.710057517413285	0.753136951011121	-7.42065437503552
"RIMBP3"	0.00444320115172016	0.0859384213191873	0.372500197329547	0.710214949047329	0.753224041836174	-7.42073375304396
"PALLD"	-0.0463369259959645	4.29337129855658	-0.372065896584046	0.710537376688221	0.753486083444561	-7.42089616270184
"PTPN20"	0.0193668740380124	0.323660271824289	0.371352623878417	0.71106702878093	0.753967796395854	-7.42116248568001
"FAM71F2"	-0.012489600937186	0.270319158065667	-0.370805326491096	0.711473529106513	0.754318839171451	-7.42136649084852
"ORM1"	-0.0813814803381332	2.13790752851814	-0.37051741098235	0.711687409196534	0.754465609240468	-7.4214736909061
"GJC1"	0.0370389700113334	1.14513105357088	0.369255003457864	0.712625468831045	0.755379975441006	-7.42194274458279
"STK11"	-0.0290560678617537	2.58329010383842	-0.368651877792758	0.713073790251816	0.75563315759236	-7.42216627511372
"SLC9A6"	0.0180705569812281	2.63594329801447	0.368632966100597	0.713087849505569	0.75563315759236	-7.42217327827384
"CD8B"	0.0478526424112984	1.34460522099951	0.368628713702319	0.713091010819911	0.75563315759236	-7.42217485292365
"ACOD1"	-0.0113933227496549	0.104460274348146	-0.367920369382094	0.713617677208882	0.756111122281078	-7.42243689770007
"ZSWIM6"	-0.0293324376689643	2.43857568919096	-0.367188446221226	0.714162020177601	0.756534471103575	-7.42270713702647
"MAB21L2"	0.00819442306616525	0.0619513378695232	0.367179679904275	0.714168540721774	0.756534471103575	-7.42271037045644
"CAP2"	0.033175855607263	1.81345249935889	0.365836802072798	0.715167646889638	0.75750414709836	-7.423204777461
"COX17P1"	0.0285745083818949	0.694788010607895	0.365745739533424	0.715235415690272	0.75750414709836	-7.42323823850402
"SKAP2"	-0.0347823280857904	3.8252065341443	-0.365296045576985	0.715570111561231	0.757778366579722	-7.42340335725489
"NPHP3-AS1"	-0.00211760471691246	0.0188605610045401	-0.364921225456991	0.715849123061866	0.757993565292107	-7.42354082895155
"MED4"	-0.0199340057912272	3.99447032430702	-0.364515345248259	0.716151298679645	0.758233243705289	-7.42368953368634
"RPEP4"	-0.00457009115353685	0.0476335429226368	-0.364313178745251	0.716301827357624	0.758312330465408	-7.42376354102693
"EMX2OS"	-0.00220064106822737	0.015660969678037	-0.363635774780039	0.716806288671901	0.758766051309306	-7.42401122056336
"TMEM72-AS1"	0.00508259478527544	0.0861327947436553	0.363114691160521	0.717194423777399	0.759096553532387	-7.42420143167178
"TRIM74"	-0.00577251115080704	0.10676095004234	-0.362891790082233	0.717360476805466	0.759191953440011	-7.42428271413184
"TRMT44"	-0.0128988546180706	1.21976399788191	-0.362658856946645	0.717534017806146	0.759295256937721	-7.42436760164538
"RPS6P16"	-0.0065533096340316	0.0863114253821386	-0.361945424451776	0.718065634701631	0.759725354189809	-7.42462725856629
"SMIM15-AS1"	0.00837829528584738	0.168732282421332	0.361909503786161	0.718092404780208	0.759725354189809	-7.42464031856314
"TPRA1"	0.0195588880756139	3.49548804425746	0.36082583155501	0.718900182353562	0.760499505293094	-7.42503371094469
"SNAI1"	-0.0563656804398245	2.23824455111947	-0.359699774030542	0.719739891491848	0.761307268343398	-7.4254412429896
"ITIH1"	0.00246841735027456	0.0309715649739843	0.358812399275415	0.720401854735172	0.761926869101187	-7.42576149786079
"GAS8-AS1"	-0.0191333583539457	0.34904355324268	-0.358168362961717	0.720882425583042	0.762354510980375	-7.42599343725029
"ZNF446"	-0.0190966765514913	1.27043864532836	-0.356703830359928	0.721975654828421	0.763429898306462	-7.42651931765786
"RAB1C"	0.010185113016542	0.197854487189641	0.356526694485296	0.722107920459288	0.763489025649491	-7.42658277739061
"ALG13-AS1"	0.0257095829547369	0.587812004056772	0.355900973760989	0.72257520738414	0.763902323061783	-7.42680669291474
"ASB5"	-0.00634980382130333	0.040897535431688	-0.352776627312924	0.724910028744962	0.766289670977761	-7.42791887495234
"IQSEC2"	-0.0220156365515791	2.13322134587719	-0.352170167182305	0.725363537199593	0.766688021561772	-7.42813362419594
"RNF150"	0.0224186908153809	0.66489064475876	0.349869705832572	0.727084699164658	0.768382346590616	-7.42894487227631
"HMGA1P8"	0.0295870986911053	0.620156317350693	0.349822256516823	0.7271202145787	0.768382346590616	-7.4289615492391
"RPS17P2"	0.00904587616098243	0.156602789805526	0.349594724473	0.727290528654501	0.768481116498839	-7.42904148833455
"MBD5"	0.0135902328424737	1.13609216755389	0.349475689178351	0.72737963532996	0.768494067966149	-7.42908328846407
"TMPRSS11CP"	0.0101965657743087	0.138146905846089	0.349244328060123	0.727552836833343	0.768555623953642	-7.42916449200797
"FAM215B"	-0.00660913441268773	0.0999917618798982	-0.349192538842414	0.727591609196913	0.768555623953642	-7.42918266173107
"SREBF1"	0.0329613753578952	3.76370966727614	0.34876933940961	0.727908466911131	0.768809111650962	-7.42933103621365
"POTEI"	0.00171429871558298	0.00730434862641535	0.347831957058199	0.728610471207783	0.769469290535202	-7.42965904487089
"RBM26"	0.0243889648692988	2.56638133336763	0.347433494328177	0.728908949280919	0.769703219937612	-7.4297982080666
"ASIC4"	-0.00362671938667983	0.0420510052228736	-0.347037537780509	0.729205591289721	0.769935161323748	-7.42993633830451
"ZNF415"	0.0279200653566491	1.36431511296736	0.345626789017164	0.73026282712958	0.770893266456205	-7.43042720322353
"TRGV2"	0.0152627515289157	0.243203429483377	0.345620966998258	0.730267191313963	0.770893266456205	-7.43042922483979
"RC3H2"	-0.0262365566942111	2.49811728671903	-0.344747459550692	0.73092207254437	0.771503137581138	-7.43073215329678
"RPS27AP19"	0.00901537724340351	0.0946696063345895	0.344539195494518	0.7310782404963	0.77158653350533	-7.43080426540017
"OR2A13P"	0.0061638531521228	0.0968839987012123	0.344165731023635	0.73135831317003	0.771800668182809	-7.43093346977532
"CSPG4P11"	-0.00186494970811158	0.0090076414305386	-0.343147367611533	0.732122199950184	0.772525271657891	-7.43128507391614
"MCF2L-AS1"	-0.0362984747894386	1.24816253479989	-0.342475592427304	0.732626254014059	0.772975579250959	-7.43151644448086
"TRIM14"	0.02992218326614	3.35918450407237	0.342184150405999	0.732844968500157	0.773083554567326	-7.43161668124199
"YTHDC1"	0.0220008697159644	3.50976009540833	0.34203150270816	0.732959532691941	0.773083554567326	-7.43166914796134
"LY75-CD302"	-0.00185196125081211	0.0188082581595711	-0.342030189784542	0.732960518085282	0.773083554567326	-7.43166959912652
"PLEKHJ1"	-0.024084844596667	3.0898010642636	-0.341140701825805	0.733628211132914	0.773675210863377	-7.4319748602092
"ADAT3"	0.0182754040314211	0.862221871770675	0.341076779176962	0.733676202461741	0.773675210863377	-7.4319967671063
"RGL4"	-0.0106955342226877	0.352170117759656	-0.340883219860472	0.733821527788463	0.773746866078092	-7.43206307673243
"MED16"	-0.0224763294692982	3.77173766884307	-0.339573461849889	0.734805154505964	0.774702324202387	-7.43251078705259
"CES4A"	-0.0329910146975616	1.03392900775478	-0.339336752771727	0.734982969837956	0.774808106512709	-7.43259151703027
"MARF1"	0.0261880734412285	3.13020318704605	0.339150097943541	0.735123194680014	0.774874243364619	-7.43265513631611
"PWAR5"	-0.0240090117716596	0.388074625542246	-0.338433813143497	0.735661388179668	0.775359810476042	-7.4328989500242
"FTH1P21"	0.00792618877590176	0.0867540121116772	0.338240425527553	0.735806716006229	0.775431253036388	-7.43296468837166
"AQP7"	-0.0346714550158684	0.59100618330068	-0.338133285123929	0.735887234500384	0.775434388303882	-7.43300109251929
"ATG4A"	0.0172780788257896	2.86349654912904	0.337920294554864	0.736047310575097	0.775521347144765	-7.43307342823372
"PRSS48"	0.00652435157264036	0.050392674593343	0.337479965975502	0.736378282555942	0.775788329704954	-7.43322282810678
"SCAMP4"	0.0209632809568419	3.65512205715877	0.336785916514165	0.736900063885271	0.776209773339091	-7.43345791867419
"RPL9P9"	-0.084552524428597	6.64180351868465	-0.336741368700125	0.736933558808133	0.776209773339091	-7.4334729915508
"MYCBP2"	-0.0320008522652628	2.36724572968667	-0.336302091326719	0.737263872867168	0.77647590612656	-7.43362151571551
"ITM2BP1"	-0.00691397248242806	0.0946403923343263	-0.33516688747927	0.738117715585094	0.777293297793907	-7.43400444361691
"DISC1FP1"	-0.00282627283949842	0.0273281469161789	-0.334987838000531	0.738252417439201	0.777353287816364	-7.43406472275586
"MUC12"	0.0189924202216302	0.110714968512547	0.332590994053411	0.740056384926739	0.779170756924341	-7.43486855330633
"APOBEC2"	0.0262301328322702	0.473321576937451	0.331399337938631	0.74095381659981	0.780005882132653	-7.4352660554515
"SUMO2P19"	0.0150090820159053	0.272024856518925	0.331330607649509	0.74100558802602	0.780005882132653	-7.43528893846119
"RPL21P17"	-0.00549702316170701	0.0855444784408044	-0.331225918836524	0.741084447669318	0.780006786305987	-7.43532378437122
"MCM9"	-0.0129088440395086	1.22184776212681	-0.330899837003695	0.741330095173057	0.780183219504375	-7.43543225102218
"ADRA2B"	-0.0111384625299526	0.239302537341711	-0.330081100771175	0.741946992127815	0.780750281098406	-7.43570412243377
"CCDC66"	-0.0199959844778774	1.0812675876095	-0.329880263017605	0.742098343954914	0.780827382107443	-7.43577071040064
"FBXO42"	-0.0160553210929826	2.20160941072263	-0.32976113213655	0.742188126056819	0.780839690748889	-7.43581018925563
"ASAP2"	0.0394974733742106	1.79102565205028	0.327762903424331	0.743694605238089	0.782342315630222	-7.43647026198425
"NAPB"	-0.0197191287665441	1.62963675194252	-0.326968701526996	0.744293636384449	0.78283690796049	-7.43673149779029
"STX17"	-0.0204728130659646	2.1782552324314	-0.3269319872967	0.744321332088834	0.78283690796049	-7.43674355885763
"APOD"	0.0910158264660881	3.73068443030199	0.326442282505449	0.744690777255322	0.783143103644254	-7.43690430351969
"APP"	-0.0363035394600004	6.99154984913667	-0.326092029683169	0.744955052994959	0.783338646682396	-7.43701912581575
"DGCR6L"	0.029206599390176	4.64749075525053	0.32569568152911	0.745254145667583	0.783570755617267	-7.43714891101602
"LINC00861"	-0.0234514881285176	0.495716116076168	-0.323376195227931	0.747005257815358	0.785329329074177	-7.43790527379493
"USP50"	-0.0023852775809821	0.0300324659793156	-0.322918081861386	0.747351270531453	0.78561050197777	-7.43805402218423
"RIPK1"	0.0160024575778945	3.72809582553404	0.322652114825226	0.747552178930468	0.785739099149115	-7.43814028451348
"INSM2"	0.00539887720614947	0.0396327691617081	0.321758622552295	0.748227239753095	0.78636599028176	-7.43842955551315
"CD3G"	0.0366689270910352	1.34635843406817	0.321532787602189	0.748397895977678	0.786462690182512	-7.43850254353876
"DAGLA"	0.0251066507335962	1.46474144600918	0.320646770901721	0.749067550918392	0.787083693305025	-7.43878840292946
"MTATP8P2"	0.0481708804090878	0.895165755499316	0.320413883402979	0.749243600063092	0.787185963503984	-7.43886340974961
"POMZP3"	-0.0315532933185265	2.19524587224821	-0.319165834545954	0.750187276423751	0.788037647713743	-7.43926444591739
"BBX"	0.0255578356257891	2.69412217790325	0.319133354130872	0.750211840623484	0.788037647713743	-7.43927486200693
"OR13A1"	-0.00732898658628789	0.113446938188274	-0.318703167645489	0.750537205084986	0.788230072689203	-7.43941271796868
"THBS1"	0.0713386663098241	5.67821557379684	0.318662591927937	0.750567896181909	0.788230072689203	-7.43942571113268
"TMEM25"	0.0255439317926838	2.23232856302476	0.318578507388471	0.750631498221928	0.788230072689203	-7.43945263144307
"TMPRSS5"	-0.0062402202972614	0.145370998116208	-0.318172077933977	0.750938948054087	0.788469435003494	-7.43958265296967
"CHST12"	-0.0183899100131579	1.53902940151588	-0.318068725697771	0.751017136840828	0.788469435003494	-7.43961569013308
"APTR"	-0.0312888057391221	2.19181466357272	-0.317696176614796	0.751299001882294	0.788682554988761	-7.43973468876909
"NEUROG3"	0.00653841808623334	0.0495515192081711	0.317119474206085	0.751735392567897	0.78905782782397	-7.43991862296677
"SNAP25-AS1"	-0.00209731144796333	0.0262616564225938	-0.315684970102513	0.75282123040421	0.790114641482168	-7.44037469857817
"MCRIP1"	0.0266725236356136	4.08218936472711	0.315458290429012	0.752992859404681	0.790211836923791	-7.4404465785793
"H2AFZP1"	0.00830384169257016	0.115886433128996	0.314183803257045	0.753958058926066	0.791090845378687	-7.4408497582104
"HERC2P4"	0.00282894272649	0.0308155278487927	0.314143372177401	0.753988684730427	0.791090845378687	-7.44086252177936
"CEP63"	0.0144004953189474	1.61559582075596	0.31241843966431	0.755295654199357	0.792378990977085	-7.44140553336719
"IKBKGP1"	-0.00306198354935439	0.0443364394290439	-0.311634534894634	0.755889848336152	0.792919173750291	-7.44165132146112
"PLXNA1"	-0.0340377333289474	3.38112946948974	-0.31151095559158	0.755983533913451	0.792934270939219	-7.44169001267547
"HFM1"	0.00672019012413999	0.130233722753058	0.310916707119843	0.756434084944224	0.793323633921578	-7.44187585087042
"PMP2"	0.00645022264506947	0.0260552871568084	0.31033865950401	0.756872433223597	0.793700118732798	-7.44205628271299
"SEPHS1P1"	-0.00498986989802284	0.0789736788747465	-0.309800584377428	0.75728054058105	0.794044815540579	-7.44222393631034
"STIM1"	-0.0202842390985962	3.64357637860316	-0.309402530495982	0.757582491848518	0.79427814200935	-7.44234777514374
"NDFIP2"	0.0270549261285971	3.43555132814325	0.309122412837599	0.757795002847548	0.794417656827285	-7.44243482746714
"AGAP1"	0.0254092432577893	1.91943620190065	0.30873343603427	0.758090130493636	0.794643742655803	-7.44255557946345
"VPS11"	-0.0153267484245618	3.37607472880842	-0.30768886208214	0.758882854823404	0.795391316238764	-7.44287910061619
"PTPN20CP"	0.00458273838174386	0.0497573216046667	0.30448115719828	0.761318775385288	0.797860800026502	-7.44386573582522
"RNASE6"	0.0475033203891231	4.02803336063526	0.304310218229882	0.761448653415942	0.797913290805766	-7.44391802402402
"PWRN1"	-0.00269247776084088	0.0177161266237252	-0.302108098770577	0.763122413521227	0.799532138864063	-7.44458900476751
"NDUFB1P1"	0.0109896961880631	0.165678366391979	0.302067309764368	0.763153426545748	0.799532138864063	-7.44460138719082
"CATSPER2"	-0.0108880654625667	0.338516175412838	-0.298935193249376	0.765536009305041	0.80192599936616	-7.44554722642386
"C4orf33"	0.0184677418690002	1.3753379418488	0.298754344573026	0.765673648744047	0.80192599936616	-7.44560153869181
"WBP1"	0.020742419013859	2.35393948022833	0.298747386914805	0.765678944194809	0.80192599936616	-7.44560362755226
"RAP2C-AS1"	-0.00986929731431585	0.635578554446456	-0.297811737348658	0.766391164974418	0.802587878285075	-7.44588409015262
"RIC1"	-0.0210058692707014	2.13975129997289	-0.29597433862564	0.767790383094152	0.803902584814067	-7.44643229746538
"RABGEF1"	0.0109461148685261	0.945164645131035	0.295952053043618	0.767807358755915	0.803902584814067	-7.44643892581193
"GLIS3-AS1"	-0.0190668836486895	0.324705750807785	-0.295367411280411	0.768252739935565	0.8042846942374	-7.44661263637181
"C21orf58"	0.0333817854061407	1.05290531712149	0.291943708040511	0.770862475368097	0.806916499754848	-7.44762301247145
"SERPINB9P1"	-0.040577338041458	1.35179481695215	-0.291857759747764	0.770928023865782	0.806916499754848	-7.44764822550581
"COL4A2"	-0.0501922947305271	5.83560582268614	-0.29155916153317	0.771155762785463	0.807070395379867	-7.44773576203773
"ZFHX2-AS1"	0.00657108109537197	0.199275516293391	0.29093250655758	0.771633773433457	0.807486158888088	-7.44791918020614
"CNTF"	-0.0107328900707666	0.287196477673945	-0.289614301690754	0.772639582972773	0.808454099584361	-7.4483037245801
"SMIM29"	0.026680097627894	3.2807716998457	0.28872895014795	0.773315336548976	0.809076518674383	-7.44856101888841
"SCART1"	-0.008748953845721	0.23101411794051	-0.288545934037788	0.773455047195362	0.809138034517587	-7.44861410756824
"LINC02057"	0.0229291158044913	0.441068968305563	0.287691011959179	0.77410777516601	0.809712126442866	-7.44886165516955
"PTGES3P2"	0.0142786294007104	0.419156747773548	0.287615070191565	0.774165764092024	0.809712126442866	-7.44888360907475
"NRXN1"	0.0102088445546546	0.0714606337812713	0.286306937384788	0.77516485088911	0.810672297520509	-7.44926086698673
"SIAH2-AS1"	0.00987266643153686	0.219986125270491	0.284945835883667	0.776204793023374	0.811674990090321	-7.44965157777686
"UPP2"	0.00301570414714719	0.0526757924950894	0.284709146455478	0.776385675840537	0.811779251192531	-7.44971933086276
"SCG3"	0.0371858009574825	0.310248355873043	0.284459269664456	0.776576650039511	0.811894040814962	-7.44979079786469
"PRND"	0.035117875279535	0.488607998125857	0.284092624952395	0.776856891629306	0.812102123802327	-7.44989554811278
"MAP1A"	0.0377324220340698	1.51766746723804	0.283878966192694	0.777020213355007	0.81218795166197	-7.44995652812012
"NPEPL1"	-0.0228210692315263	1.2589518296841	-0.280691935004249	0.779457576139886	0.814650476734831	-7.45086069509828
"DLGAP1"	-0.0217607308020249	0.327760623951644	-0.27975473967656	0.780174739437695	0.815314807647293	-7.45112463965264
"TCF3P1"	0.00189183876445387	0.0191142223367397	0.279350365440765	0.78048423443111	0.815545315959406	-7.4512382522975
"MYCBP2-AS1"	0.00325626027540878	0.0751582047731676	0.279237470445686	0.780570646913772	0.815545315959406	-7.45126994187527
"FST"	0.045864272136765	1.45837775492063	0.279146896356016	0.780639976436343	0.815545315959406	-7.4512953567361
"TMEM44"	0.0212558495356139	1.8603597092164	0.27890566413866	0.780824635152989	0.815653019067157	-7.45136300571978
"SCN9A"	-0.0241596531721229	1.04139785883638	-0.276371290182817	0.782765405784169	0.817594950683276	-7.45207019255106
"C16orf96"	-0.0133022118678479	0.151639932183085	-0.275766270725907	0.783228920178743	0.817993650317225	-7.4522380628219
"SOCS1"	-0.0372585851580696	2.83592514215096	-0.274073906701884	0.78452587898095	0.819262613806338	-7.45270567933323
"RGPD6"	-0.00130954521430211	0.0031588079445286	-0.273640856450435	0.784857848649905	0.819523701211136	-7.45282487337948
"PPIAP53"	-0.0209567600517421	0.835887640650301	-0.27274198804243	0.785547033893892	0.820157688341921	-7.4530716797632
"PI4KAP1"	-0.0230023796455089	0.63213947607986	-0.272579484310947	0.785671647831527	0.82020215871336	-7.45311621259017
"ULK4P3"	-0.00238694095199316	0.0301078198767701	-0.272151437688741	0.785999916613704	0.820459203145829	-7.45323338842297
"MYNN"	0.0146725641273679	2.06618815578123	0.271319544294159	0.786638005550236	0.821039563250429	-7.45346058945292
"RAB39B"	0.0185803353898438	0.570783375840168	0.269876149081631	0.787745480328761	0.822109664296348	-7.45385315141583
"MSNP1"	-0.012028604119593	0.286941735778749	-0.269732118154724	0.78785601493642	0.822139220428279	-7.453892208932
"ZNF584"	-0.0154938764350179	1.63242136251793	-0.269518803124157	0.788019728655913	0.822224257779542	-7.45395001627307
"PRRG4"	-0.0233401685884207	3.13529825650614	-0.269304997783951	0.788183828197404	0.822309679913828	-7.45400791065226
"CLHC1"	-0.0146987247027894	0.703639608834202	-0.269044200243736	0.788384008015083	0.822432722736369	-7.45407846749408
"RFX3-AS1"	0.0129881384197438	0.411453799931963	0.268933860981834	0.788468705153333	0.822435282312854	-7.45410829841048
"CASD1"	-0.0189226241915796	3.02469378208	-0.268371909724004	0.78890010190363	0.822676112474179	-7.45426003586708
"OCLNP1"	-0.0324469308169298	0.472737197744251	-0.268336097505427	0.788927596325401	0.822676112474179	-7.45426969509835
"MPRIPP1"	0.00834865784285616	0.315371117840161	0.268311616015789	0.788946391862738	0.822676112474179	-7.45427629747733
"HEXDC-IT1"	-0.00621025851718601	0.154558390011928	-0.268098985638645	0.789109642971685	0.822750463361911	-7.45433361616408
"SNRPGP15"	0.0294928260248386	1.484611805562	0.268004427994939	0.789182244456745	0.822750463361911	-7.45435909145188
"PRPF8"	-0.0243921883233327	4.94638377068851	-0.26705418191921	0.789911947544933	0.823425359684075	-7.45461460409762
"CXCR6"	-0.0357143976768417	1.59686349944668	-0.266395998518415	0.790417482387952	0.823866460692049	-7.45479105236451
"CYP4F32P"	0.00944624102487016	0.139322176057979	0.265222257037499	0.79131922666015	0.824720402980876	-7.45510463413954
"MINDY4B"	-0.00309664805813158	0.0460610943499167	-0.265041774638098	0.791457910073647	0.824778980902092	-7.45515272990934
"RANGRF"	-0.0234846762150873	2.79091198706175	-0.264473700700081	0.791894464047106	0.825147925442436	-7.4553038993957
"DLG1"	-0.0166673283005254	2.65139847518237	-0.262041789948193	0.79376408691544	0.827009884262805	-7.45594739033009
"TNRC18P3"	0.00165730341251351	0.0209403102271639	0.260652733509914	0.794832516137387	0.828036791475557	-7.45631227476326
"STIM2"	-0.0150846881282454	2.68935791841851	-0.260472757611434	0.794970977910254	0.828094768656514	-7.45635941000449
"AICDA"	-0.0108021135100564	0.148240761169195	-0.259849136090469	0.795450802423571	0.82850828291175	-7.45652248338057
"CYCSP34"	0.0192543627282454	0.855875093126842	0.25708770876775	0.797576429176496	0.83056825417638	-7.45723988827093
"HCG9"	0.00983942602949123	0.235612718084833	0.257063988678007	0.797594694485578	0.83056825417638	-7.45724601746806
"FGF23"	0.00150217479236017	0.0125870230147652	0.256931548814262	0.797696679934171	0.830575688215925	-7.45728022913343
"PDPR"	0.0225954545507019	2.337497641915	0.256839001020718	0.797767948531396	0.830575688215925	-7.45730412548718
