"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"PARN"	0.375175714291053	3.75942701261202	6.11835759352459	1.38056214539762e-08	5.81534180875158e-08	8.77100105426234
"TAOK2"	-0.44448931698193	3.33056328189833	-6.11760158362919	1.385493443564e-08	5.83365660448e-08	8.76750622536631
"PSMA6"	0.601974391262983	2.5904970838336	6.1166247366554	1.39189089438208e-08	5.85812665985722e-08	8.76299084763747
"ZNF597"	-0.424616070712982	1.39180242608877	-6.11638294559754	1.39347888694678e-08	5.86234281424813e-08	8.76187324849641
"LINC02036"	0.53488086760426	0.598859229729868	6.11593762652027	1.39640824211375e-08	5.87219614009147e-08	8.75981496651921
"ZNF887P"	0.145620569013482	0.118322970189957	6.11490153735834	1.4032472175499e-08	5.89847506326144e-08	8.75502641375168
"NT5DC2"	0.602874178544737	3.35993249257342	6.11154973660259	1.42559823175635e-08	5.98943872810064e-08	8.73953799708103
"STXBP2"	-0.445584476102807	3.47653373109456	-6.11147726299865	1.42608536116076e-08	5.98943872810064e-08	8.73920314921977
"SOD1"	0.44800809807544	6.00158641144351	6.1071824526006	1.45524717902818e-08	6.10935003790168e-08	8.71936351828183
"DCLRE1C"	0.312107606532596	1.41811176907586	6.1069451285996	1.45687561053663e-08	6.11361985118181e-08	8.71826741829097
"INPP1"	-0.494719601709824	2.73098810430667	-6.10058451061469	1.50119418426201e-08	6.29695547089768e-08	8.68889838704745
"CAPN5"	0.957724255338438	2.17392828727659	6.0992849233943	1.51041114102119e-08	6.33296075899871e-08	8.68289967041017
"ALOXE3"	0.158864812749676	0.114006078076701	6.09895148801409	1.51278489997622e-08	6.34025523879388e-08	8.68136068226335
"IGHV3OR16-11"	0.632437811956065	0.412048431800248	6.09870052412759	1.51457395724205e-08	6.34509408144972e-08	8.68020237353028
"RGS13"	-0.360790628873746	0.458493073739162	-6.09814387497346	1.51854959999989e-08	6.35908542713521e-08	8.67763327863368
"MT1JP"	-0.417117435795528	0.302434129856329	-6.09786244200508	1.52056352831959e-08	6.3648536137279e-08	8.67633443010018
"LSM14B"	0.508903506067193	3.65109728785079	6.09753631362862	1.52290058357767e-08	6.37196896894423e-08	8.67482934447119
"LINC00346"	0.493316807391947	0.750542841228711	6.09623655555395	1.53224989133472e-08	6.40840606999046e-08	8.66883135189321
"ZNF704"	-0.655264634532842	2.02508629693744	-6.09586184883823	1.53495567154409e-08	6.41703876063584e-08	8.66710231295228
"SLC9A3R1"	0.797309682975439	4.34001103883298	6.09540764698746	1.53824179514708e-08	6.42808940721723e-08	8.66500652523186
"IGLC3"	2.02360995378789	7.14745527051096	6.09296122265397	1.55606094425583e-08	6.49983685988234e-08	8.65371953894956
"GTPBP8"	0.310921781101404	1.73547841316684	6.09230342963237	1.56088669307078e-08	6.51727220488846e-08	8.65068509166132
"HNRNPA2B1"	0.443911441952279	6.22857963687649	6.09048574114004	1.57429845051836e-08	6.57052775675444e-08	8.64230082257826
"SMNDC1"	0.276220348853684	2.81989753743456	6.08998228220025	1.57803321621912e-08	6.58336761042605e-08	8.63997879173725
"C9orf24"	-1.81677535439148	2.12299627572172	-6.08972198243668	1.57996759278952e-08	6.58868887735413e-08	8.6387782868457
"TEX11"	0.142049400908951	0.0835917992820087	6.08901149617005	1.58525934214223e-08	6.60800059250617e-08	8.63550164972918
"PTK6"	0.846512185637754	2.40475299027572	6.07942849279415	1.6583611373537e-08	6.9098380723071e-08	8.59132543781688
"PARG"	0.348225001241228	2.2041919183664	6.07904036272323	1.66139076002702e-08	6.91957834246988e-08	8.58953695887142
"TROVE2"	0.424831511860351	2.54848045156649	6.07890095182216	1.6624802868632e-08	6.92023530964159e-08	8.58889457633867
"DTX2P1"	0.454086667840035	0.831866850967088	6.07884310933756	1.66293254490687e-08	6.92023530964159e-08	8.58862804986257
"ARID5A"	-0.75369056723842	3.35196692276289	-6.07836290269671	1.66669185495569e-08	6.93299440497377e-08	8.58641540437536
"NDN"	-0.904674440460052	3.63171367808278	-6.07632479797307	1.6827404776432e-08	6.99684190288233e-08	8.57702542684399
"EFNB1"	-0.848931820335789	3.76361951565175	-6.07499961832474	1.69325678625553e-08	7.03764250314021e-08	8.57092090208759
"OR51E1"	0.256510711248812	0.165938481781682	6.07301473922976	1.70912937380705e-08	7.10066212632759e-08	8.56177869350672
"LINC01943"	0.348302834396237	0.575814144433799	6.06957081172775	1.73701765906117e-08	7.21352848447329e-08	8.5459198133371
"LMF1-AS1"	-0.176896927915156	0.206333781253175	-6.0659923390681	1.76646969381443e-08	7.33279241932099e-08	8.52944621078111
"GRB7"	0.674687460985262	3.09094285931456	6.06589368189024	1.76728859573041e-08	7.33314770012617e-08	8.52899210956156
"FABP5P7"	-0.684304990332403	1.04558446619566	-6.0590838122978	1.82472557548348e-08	7.56833502896508e-08	8.49765658891182
"NEPRO"	0.272862117238421	2.76058495876728	6.0576197068278	1.83731215846991e-08	7.61738042483379e-08	8.49092186862475
"AMOTL2"	-0.66308273728807	4.04797077475	-6.05599282997434	1.85139823710801e-08	7.67259940782434e-08	8.48343939101293
"ZNF696"	0.422571560867983	1.30540960265227	6.05418104009305	1.86721040628729e-08	7.7349229755066e-08	8.47510765060762
"RPGRIP1L"	0.331974586203491	0.779773143393658	6.05365804574797	1.87179942977211e-08	7.75072227648907e-08	8.47270283269
"ATP2A1-AS1"	0.533423338062635	0.635203386897665	6.05252275040685	1.88179931354714e-08	7.78890444348982e-08	8.46748291416798
"INSC"	-0.292284804849986	0.288186895665114	-6.05199296643934	1.88648370997154e-08	7.80506292913339e-08	8.46504721746157
"ESCO1"	0.361391492282456	2.2740779555793	6.04874335040989	1.91546908272924e-08	7.92170836529874e-08	8.45010939689923
"ZNF395"	-0.428696586830702	3.23742201232535	-6.04800897120153	1.92207991222176e-08	7.94576234899445e-08	8.44673417320308
"MZT1"	0.534649487292106	3.2448122203643	6.04689960346146	1.93210894031009e-08	7.98392124095079e-08	8.44163589048882
"OR7E14P"	0.541429493200544	1.27382409561843	6.04490367859618	1.95028249079154e-08	8.05568975956852e-08	8.43246449116422
"ADIPOR2"	-0.520145950670527	4.1050606067814	-6.04302256650387	1.9675644900918e-08	8.12371796074237e-08	8.42382208016497
"RAPGEF1"	-0.569027998646492	4.20541613250711	-6.04249614659141	1.97242768690625e-08	8.14043618203159e-08	8.4214037904681
"SEMA7A"	0.811248353860965	2.07325117655903	6.04172431026606	1.97957948335021e-08	8.16658202702232e-08	8.41785829141594
"METTL22"	0.205460219331667	1.11356846426248	6.04136028214757	1.98296139499456e-08	8.17716039173013e-08	8.41618617614811
"NR2F2-AS1"	-0.161248436142551	0.342840204669461	-6.04037484931195	1.992144849701e-08	8.2116440630709e-08	8.41165997865613
"LINC00160"	0.365748298692328	0.229922441847353	6.03966390438876	1.99879625735884e-08	8.23566649097175e-08	8.4083947678185
"DGCR9"	0.396797996976526	0.323238956295489	6.03891325442487	2.0058428411151e-08	8.26129670969976e-08	8.40494741406819
"AP1S2"	-0.640411395660824	2.71886227338994	-6.03491216648629	2.0438164999212e-08	8.41423013553397e-08	8.38657615174806
"IGLV3-12"	1.14090037218164	0.944370882095065	6.03432198060723	2.04947736818157e-08	8.43406324354555e-08	8.38386680167106
"C11orf88"	-1.17827384933776	1.09850854053281	-6.0324981821026	2.06706827448138e-08	8.50295464615953e-08	8.3754951981547
"PROC"	0.431300124268958	0.37602393575244	6.02710730995286	2.11993705760707e-08	8.71684645397643e-08	8.35075759299898
"PHEX"	-0.454579984316367	0.801869893489378	-6.02364458025421	2.1545954633293e-08	8.85571501573903e-08	8.33487382472179
"ZMYND10"	-1.47132901238222	1.85966913492777	-6.02173427720008	2.17395353349112e-08	8.93160860103174e-08	8.32611314608857
"GAL"	0.892209343102323	0.533105988882396	6.02022232594911	2.18939606931465e-08	8.99135962757556e-08	8.31918032722666
"HDHD5"	0.427444146026842	2.67852759479956	6.01898831051199	2.20207977555695e-08	9.03973635286105e-08	8.31352260342664
"ATF2"	0.272307031705089	3.29343504756746	6.00885445947016	2.30900956871632e-08	9.47480331849125e-08	8.26708342444177
"RPL37P2"	0.65493063496986	1.25732030072181	6.0069122087032	2.33007908785777e-08	9.55733834232064e-08	8.25818750990953
"PCP4"	1.3499004500738	1.04664772303663	6.00371096548455	2.36521944214043e-08	9.69749668774265e-08	8.24352838420883
"SPECC1L"	-0.402579374394386	2.67732056027702	-6.00243204467512	2.37940349505824e-08	9.75165366827148e-08	8.2376730802841
"NRIP3"	0.731349585507614	1.06033957190539	6.00149272980188	2.38987433944687e-08	9.79055444263365e-08	8.23337300993034
"TAF10"	0.35219003753386	3.09172856085482	5.99977512596793	2.40913831723152e-08	9.86543127449437e-08	8.22551092523552
"LCP1"	-0.930758185618597	5.89650034493281	-5.99808981914302	2.42818843524055e-08	9.93937140908944e-08	8.21779780546559
"SERPINB5"	1.28194246845506	0.869711416248556	5.99544633429435	2.45836821385074e-08	1.00587897457068e-07	8.20570166214402
"ANKRD34B"	0.443586247997831	0.248232596798239	5.99465301215751	2.46749703827984e-08	1.00920124265024e-07	8.20207209095708
"PFN2"	1.13698575464088	3.91870776408482	5.99421866422432	2.47250922721681e-08	1.01083778708782e-07	8.20008498737779
"MTDH"	0.469972214047193	4.56735350661763	5.99171443923682	2.50160273961524e-08	1.02231415595228e-07	8.18862983125051
"DAXX"	0.318754691411403	4.06566187128412	5.98851656172398	2.53924469581703e-08	1.03727316005598e-07	8.17400528069402
"HSD17B1P1"	-0.335207833792561	0.793028357414579	-5.98493209733935	2.58209925658393e-08	1.05434841020168e-07	8.15761759656954
"GSDMB"	0.678488108968702	1.52898134324525	5.98425503254419	2.59027346588917e-08	1.05725447587313e-07	8.15452271935522
"TRRAP"	0.626696944538947	2.79180778280772	5.98326212239074	2.60230690832652e-08	1.06173272473542e-07	8.14998443480224
"VIPAS39"	0.328708679139825	2.79988639691096	5.97691917600455	2.68048674477835e-08	1.09318382739737e-07	8.12100201469397
"ZNF320"	0.408508296901632	1.71176197259092	5.97628873617928	2.68838222010441e-08	1.09595687733567e-07	8.11812225825407
"AIMP1"	0.272158734986141	3.8253940030843	5.97555854671663	2.69755551287728e-08	1.09924837525562e-07	8.11478705736199
"TIGIT"	0.620221250202509	0.991692897751254	5.97425368927617	2.71402498487261e-08	1.10550915880758e-07	8.10882754014124
"C2orf68"	0.457961985543157	3.17258916247772	5.97263122697479	2.73464107253471e-08	1.11345320542944e-07	8.10141840820082
"ECM2"	-0.696380345328772	2.24403546107053	-5.97199779919234	2.74273154359962e-08	1.11608451253921e-07	8.09852608257002
"CCDC120"	0.480419400896071	2.11040519391091	5.97195056917516	2.74333573182139e-08	1.11608451253921e-07	8.09831042966458
"ALOX15"	-1.58593350786105	1.67174665944765	-5.97149379062319	2.74918580989666e-08	1.11800968275586e-07	8.09622481830496
"LINC02600"	-0.177276408281614	0.214285052050407	-5.96904498429061	2.78075800615728e-08	1.13038943339727e-07	8.08504519529097
"TKFC"	0.42580594691579	2.35457719167684	5.96846362630282	2.78830558642237e-08	1.13299698757512e-07	8.08239145133789
"RAPGEF2"	-0.484952432824385	2.54663143908956	-5.96552649898807	2.82674628957754e-08	1.14815040194051e-07	8.06898630661086
"MBOAT2"	0.639602115823158	2.79935168802667	5.96397842820437	2.84721637407613e-08	1.15599527977107e-07	8.06192224397254
"ASPH"	0.839449868257017	3.79684193262167	5.96282164211272	2.86260756711685e-08	1.16177255158963e-07	8.05664429141707
"PLCXD3"	-0.493686820675599	0.661807045480446	-5.9623191884726	2.86931822778114e-08	1.16402362181791e-07	8.0543519624851
"DOCK9-DT"	-0.450155330637404	1.41551480784402	-5.95834323585813	2.92296830845247e-08	1.18530750545518e-07	8.03621614663381
"PHF2"	-0.463824408221403	3.57491326939772	-5.95719648117508	2.93862457278313e-08	1.19117331689628e-07	8.03098653948191
"CENPS"	0.425394346667983	1.4205645208759	5.95559899536868	2.96057198874748e-08	1.19958346383609e-07	8.02370231446309
"RHOT2"	0.396690749058245	3.40910762172982	5.95272978642811	3.00039652482048e-08	1.21522743006095e-07	8.01062184005121
"ATP5MC3"	0.435254581853158	4.1673753925971	5.95142121862442	3.018733783975e-08	1.22215942671053e-07	8.0046572862251
"SATB1"	-0.549561893959141	1.84675562131973	-5.95028359931283	3.03476497433954e-08	1.22815255942515e-07	7.99947248568643
"TNFRSF9"	0.662819274725887	0.821461405764926	5.94957233866331	3.04483045143004e-08	1.23172752889565e-07	7.99623111561355
"ADPRHL1"	0.642655000991702	1.32287154378013	5.94938408993219	3.04749995908267e-08	1.23230891996873e-07	7.99537325894139
"ATF7IP"	0.440498984618597	2.80750199975456	5.9472330126859	3.07816763665301e-08	1.24420680543776e-07	7.98557172525042
"PPP1R16B"	-0.820248011371457	2.24295227632655	-5.94519318566601	3.10752932410873e-08	1.2555674036803e-07	7.97627882360386
"TMC3-AS1"	0.18788321584287	0.305944336353765	5.94390358489052	3.12623393638607e-08	1.26261467543864e-07	7.97040461101299
"PPP3CB-AS1"	-0.254159855006263	0.998248031666254	-5.94302576531925	3.13902924318907e-08	1.26727058667302e-07	7.9664064692377
"TLN1"	-0.562988055450703	5.67801711969693	-5.93820830496847	3.21017133244857e-08	1.29546865716246e-07	7.94447023465237
"NOL8"	0.305311215115614	2.11122987997447	5.93695925829699	3.2288738821681e-08	1.30249047283909e-07	7.93878424085028
"CYREN"	0.348709762836666	2.55297529205395	5.93423933392751	3.26997181076162e-08	1.31830971657421e-07	7.92640458924743
"C11orf97"	-1.25173120539632	1.14156607452372	-5.93418970829119	3.27072640682061e-08	1.31830971657421e-07	7.92617874733883
"IGLV3-19"	2.31162033079965	6.05527585389298	5.93248550265795	3.29674426702586e-08	1.32826118735933e-07	7.91842365865919
"IGLV2-14"	2.03660420078088	6.42854099679658	5.93236298194919	3.29862258990594e-08	1.32848271844782e-07	7.9178661659554
"SAP130"	0.377216393907545	2.98504240587798	5.93200590148772	3.30410286867411e-08	1.33015413392677e-07	7.91624141589814
"C1GALT1"	0.548729775688245	2.67361112944746	5.93164974519168	3.30957787612246e-08	1.33182208294666e-07	7.91462092201605
"FAM43A"	-0.777128481997105	2.45118042054724	-5.93015726137438	3.33261818140434e-08	1.34055437707335e-07	7.90783074851949
"KRT1"	-0.36344219417977	0.32497359858338	-5.92904641503573	3.34986918236504e-08	1.34695182242261e-07	7.9027774474486
"LY6G6E"	-0.107315833329525	0.06175609282875	-5.92456206810558	3.42040586176568e-08	1.37476119845888e-07	7.88238296390482
"UBP1"	-0.282339516061227	3.13335683292395	-5.9236617549402	3.43474228124463e-08	1.37996877510833e-07	7.87828938292002
"HTR1D"	0.698959616004054	0.571014171947817	5.92232469347434	3.456142421644e-08	1.3880090046763e-07	7.87221058056095
"ANXA8"	-0.753055469226579	0.81377811923243	-5.92208930673983	3.45992340830541e-08	1.38896965407684e-07	7.87114049548115
"ABI3"	-0.652695821988596	3.03318688198395	-5.92173159501447	3.46567706827872e-08	1.39072113494331e-07	7.86951435500685
"RFX8"	0.300445500313418	0.244112331517398	5.92068971239462	3.4824889861849e-08	1.39690693388885e-07	7.86477830071926
"AP5Z1"	0.382223845012807	2.52208984163132	5.91962110397208	3.49981539521741e-08	1.40329406384018e-07	7.85992121535728
"CYP4F60P"	-0.228505921533486	0.18167608121522	-5.91738109823284	3.53641015912129e-08	1.41739886137126e-07	7.8497413419541
"HMGB2P1"	0.191281636737877	0.173109044215918	5.91345321866609	3.60148934681355e-08	1.44290438574261e-07	7.83189569988842
"EXOSC10"	0.318186518239649	3.42826025369	5.91123764818022	3.63871566330377e-08	1.45723494725822e-07	7.82183239361665
"ACTG1P22"	0.169869767988486	0.109898022821183	5.90914677983576	3.67419332960803e-08	1.47085401505526e-07	7.81233731920619
"COL4A3BP"	-0.369764253888595	3.00013002229377	-5.90713412705649	3.70866477319016e-08	1.4840595330893e-07	7.80319911260957
"FANCL"	0.426126414910175	2.69409590317667	5.90703316429729	3.71040234381574e-08	1.4841609375263e-07	7.80274074669175
"MORN5"	-1.44471735404503	1.53415537946393	-5.90470589853817	3.75067706368109e-08	1.4996709570896e-07	7.79217622234768
"EGFLAM"	0.46555825338107	0.817990472753851	5.90346739267442	3.77228492964183e-08	1.50770780561224e-07	7.78655497392962
"DNMBP-AS1"	0.33250185305286	0.544484575887202	5.90234782689185	3.79192289835243e-08	1.51495121787952e-07	7.78147409906166
"FOXA3"	1.00213594967851	0.974411210005455	5.89962657853801	3.84007521998689e-08	1.53357636580946e-07	7.76912650433014
"ARHGAP39"	0.728423769396596	1.69327124373856	5.89915691936676	3.84844637881948e-08	1.53630593964849e-07	7.76699574253429
"IL20RB"	1.22908447958853	0.957402675846057	5.89899910957316	3.8512631870322e-08	1.53681691421876e-07	7.76627980714542
"TRIM22"	-0.732888351657718	4.06618464598254	-5.898200581402	3.86554751014434e-08	1.54190167935554e-07	7.7626572812454
"SUZ12P1"	0.409059295967948	1.21632645752699	5.89594269751858	3.90621949392436e-08	1.55750378545628e-07	7.7524157870654
"DDIT4"	1.1937747323886	5.20314116952026	5.89553633019496	3.91358402723643e-08	1.55981826514007e-07	7.75057277332409
"PHF12"	0.418185760482808	2.35346819262719	5.89246270461095	3.96973037393988e-08	1.58156588603183e-07	7.73663501643806
"TOP1"	0.597527438308595	5.3367650140157	5.89181902033052	3.98158846655956e-08	1.58565848927103e-07	7.73371663346878
"LINC00563"	-0.0601968227005453	0.0565858275381835	-5.89110080392596	3.9948606823412e-08	1.59031078118678e-07	7.73046053067664
"EMP1"	-1.02639790768877	4.8710000531186	-5.8900219383433	4.01487919699781e-08	1.59764393036125e-07	7.72556978563489
"CXCL12"	-0.90849879703793	3.41118282221753	-5.88682658222528	4.07474943468624e-08	1.62082316415523e-07	7.71108728986796
"ABCC9"	-0.506625383778105	1.5743841308653	-5.88575306166005	4.09505974425655e-08	1.62825437147378e-07	7.70622264643281
"USP54"	-0.631562283689473	3.03084961068667	-5.88474333854001	4.11425378628746e-08	1.63523600408881e-07	7.7016475298094
"CFL1P5"	0.264110085259	0.496448431244628	5.88367796436638	4.13460152361248e-08	1.64267045038239e-07	7.69682070652273
"C20orf144"	0.133021218600528	0.15602471110788	5.88279977995928	4.15144839314857e-08	1.64870865494383e-07	7.6928423208412
"ZNF200"	0.20567640548293	1.18230730203545	5.88143797246126	4.17770640596175e-08	1.65847812860729e-07	7.68667363030707
"MYPOP"	0.409419386650982	1.99207897711854	5.88057605594609	4.19440988311589e-08	1.66444836631583e-07	7.68276972867593
"OSBP2"	0.350166511404	1.03586582436077	5.87841486918251	4.23658151678943e-08	1.68051627004737e-07	7.6729823440136
"IAH1"	0.384358862375965	2.50886177237342	5.8756061684649	4.29201103831041e-08	1.70182832605488e-07	7.66026541489007
"CECR7"	0.466498196643726	0.368554097866263	5.8713080361801	4.37821622236581e-08	1.73532153086239e-07	7.64081105862731
"FERMT3"	-0.847217148238245	4.13098035256737	-5.8699301485821	4.40621000780736e-08	1.7457250427129e-07	7.63457601961922
"PIGN"	0.332231845653685	2.26136317390193	5.86871788983835	4.43098412117122e-08	1.75484519650345e-07	7.62909110729949
"SLC6A11"	0.376974023120335	0.219998013056104	5.86808778347634	4.44391516342137e-08	1.75926966089524e-07	7.62624040462611
"LINC02147"	-0.108616591399716	0.107045833851861	-5.86549060245341	4.49760686376896e-08	1.77982068214047e-07	7.6144920608622
"UBE2W"	0.376717896106492	2.5830527132836	5.86481587110745	4.51165957123734e-08	1.78467546330591e-07	7.61144036841701
"BRD9"	0.454439542751929	2.31729022793316	5.86459285849514	4.5163137556864e-08	1.78581010505591e-07	7.61043176233674
"LINC01271"	0.194643796341142	0.161044180056236	5.86362084331771	4.53665445154783e-08	1.79314405199519e-07	7.60603592502396
"C19orf24"	0.487979972487018	3.54285536016614	5.86335282002153	4.54227899871603e-08	1.7946578422426e-07	7.60482388594434
"BMF"	0.681879042076842	2.67275219463018	5.86272594006243	4.55546101313907e-08	1.79915521845935e-07	7.60198916188295
"GNGT1"	0.404307046490783	0.208462639070906	5.85739356425957	4.66911967297295e-08	1.84331609671257e-07	7.57788292835193
"FAM216B"	-1.6097092005041	1.83763240499757	-5.85721164757996	4.67304592377774e-08	1.84413809146714e-07	7.57706073864521
"C16orf89"	-1.79144339164793	5.98353703595744	-5.85615454853541	4.69592520649478e-08	1.85243597889341e-07	7.57228334902213
"NUP54"	0.299998235277894	3.17972151032544	5.85595451723766	4.70026693709487e-08	1.85341756194593e-07	7.57137939147065
"MASP2"	-0.223530669295777	0.36799441337019	-5.85449656303818	4.73203150738819e-08	1.86520753148924e-07	7.56479127727295
"EIF3D"	0.42146432055579	5.47688539942632	5.8512620158242	4.80325740792326e-08	1.89253640974124e-07	7.55017833372608
"PPP1R16A"	0.51499279184386	2.18153844726719	5.85027815108374	4.82513053374787e-08	1.89987492087734e-07	7.54573431464136
"SATB2"	0.307188827095772	0.487104923561447	5.85025338906489	4.82568229902844e-08	1.89987492087734e-07	7.54562247222376
"PTPRN"	0.316445836237228	0.203990150433108	5.85007579486228	4.82964139814522e-08	1.90068532000992e-07	7.54482034129293
"SIRPB2"	-0.564288935069307	1.53122950350921	-5.84881893440936	4.85775183944082e-08	1.91099600292715e-07	7.53914391431596
"CFAP161"	-0.697047345588576	0.709583931877063	-5.84808463202168	4.87424924398746e-08	1.91673190876424e-07	7.53582784666025
"NEK4"	0.331655612878772	2.04753537758184	5.8479122781396	4.87812944464738e-08	1.91750371251862e-07	7.53504953865493
"CETP"	-0.524456888832509	1.17326711268803	-5.84569108369527	4.92840742078077e-08	1.93650586278223e-07	7.52502026621275
"PMS1"	0.334389531872807	1.7005707293257	5.84500733107452	4.94398672243366e-08	1.9418643843023e-07	7.52193335536606
"C11orf91"	-0.350624929280554	0.326395046641988	-5.84471768972249	4.95060077215819e-08	1.94334631222657e-07	7.52062578134334
"SAMD4B"	0.456134689481053	3.72085800218789	5.84467193439628	4.95164640355331e-08	1.94334631222657e-07	7.52041922397084
"RAB38"	0.731032592449123	2.90459357997368	5.8432779565965	4.98360667473205e-08	1.95512227333544e-07	7.5141266801389
"PPP4R3B"	0.298838394157193	3.75157180047754	5.84302120937318	4.98951526858406e-08	1.95667265434669e-07	7.51296778727663
"FAM50A"	0.392632119981403	4.67012256872386	5.84193441228632	5.01460230364746e-08	1.96573982894843e-07	7.50806255876345
"DLG3-AS1"	0.328566697971535	0.322931506083125	5.84167941980287	5.02050632769518e-08	1.9672830437677e-07	7.5069117280815
"H2AFY"	0.342656171007368	3.51021445288035	5.83847995708719	5.09516842440879e-08	1.99575731469204e-07	7.49247421925092
"TDRD3"	-0.400323111610421	1.99735554507689	-5.83464736580625	5.18604126695238e-08	2.0305564866689e-07	7.47518531631767
"SEC14L2"	0.587385043580473	1.16396175406268	5.83296450604811	5.22644381468043e-08	2.0455748785442e-07	7.46759582448687
"TRIM31"	0.951461810670058	0.712152492619345	5.83245669216357	5.2386961322188e-08	2.0495203493616e-07	7.46530587682708
"HSPA13"	0.475175632269474	3.55865930760982	5.83237691458287	5.24062353331762e-08	2.0495203493616e-07	7.46494613569377
"GNA12"	0.452163387429473	3.9327133766586	5.83190256924452	5.25209795215772e-08	2.05320482883413e-07	7.46280722430572
"PPP1R3G"	0.312618007418825	0.497799976237868	5.83102002671437	5.27351234491374e-08	2.06077074830549e-07	7.45882792449996
"IGLV6-57"	1.95278257842037	4.42852598673436	5.82948371137739	5.31099485408272e-08	2.07460736487606e-07	7.45190159758013
"CBARP"	0.281262122400879	0.283185836858752	5.82739627124236	5.36234296671251e-08	2.09384731226572e-07	7.44249215057077
"TMEM59L"	1.3282012265622	1.17032640012609	5.82585125483759	5.40066179569919e-08	2.10798664937517e-07	7.4355289261406
"RGS20"	0.519746473472226	0.374918363884203	5.82515802929965	5.41794212761577e-08	2.11390640952625e-07	7.43240495520953
"NF1"	0.445513326932824	1.97792090595325	5.82049297229437	5.53565008265908e-08	2.15898989183272e-07	7.41138741534213
"VIT"	-0.212982494116855	0.164316906247483	-5.81973096089139	5.55511410082982e-08	2.16573649155159e-07	7.40795517719385
"TMEM9B"	-0.410612579469475	4.69461680888632	-5.81917854784767	5.56926635217299e-08	2.17040777559353e-07	7.40546715956505
"PXDN"	1.04958124364474	3.30663747582026	5.81855024730421	5.58540578954487e-08	2.1750942650285e-07	7.40263750624993
"BMP6"	-1.07504491721602	2.22319891448217	-5.8185410621628	5.58564207259319e-08	2.1750942650285e-07	7.4025961406979
"IGLC6"	1.11652032494216	1.18895373743869	5.81759334900095	5.6100743211102e-08	2.18375800743877e-07	7.39832827595048
"DNAJB1"	-0.522768223845087	5.34961452609956	-5.81493480222448	5.67917356752611e-08	2.20979516246152e-07	7.38635796342013
"DST"	-0.765259671280438	2.43319945718697	-5.8144933520067	5.6907280640646e-08	2.2134298187727e-07	7.38437058524412
"ZC3H12C"	-0.502663259447439	1.68964913731189	-5.81013183046952	5.80613384807132e-08	2.25743928774157e-07	7.3647396935064
"LZTFL1"	-0.428763832662631	2.3263452068357	-5.80784273673925	5.86761939706159e-08	2.28045837429522e-07	7.35443983051846
"NRROS"	-0.658579668986614	2.39406565045582	-5.80753243478257	5.8760032151927e-08	2.2828295319319e-07	7.35304378393291
"DNMBP"	0.49550004952421	2.47271446238614	5.80728559910273	5.88268068153632e-08	2.2845361870044e-07	7.35193330050431
"IGLJ2"	0.854013863247351	0.844024404577991	5.80712976389607	5.8869002134513e-08	2.28528734994228e-07	7.35123223016414
"MIR31HG"	0.55928407139537	0.351263788013534	5.80667175739389	5.89931880785854e-08	2.28921956067464e-07	7.34917181253353
"SEC14L3"	-0.798207227540441	0.611021563928183	-5.80463297271046	5.95491207393361e-08	2.3098960721232e-07	7.34000106946443
"SNX12"	0.239940272752808	4.61177696810553	5.80292716447244	6.00182066271316e-08	2.32718908984613e-07	7.33232943917089
"MIR193BHG"	0.419405021860302	0.560398539562481	5.79845805253821	6.12644504137683e-08	2.37459110130885e-07	7.31223602593703
"MUC13"	1.68159848168236	1.14992401677343	5.7972428548884	6.16076865181338e-08	2.3869696442516e-07	7.30677386815188
"PNMA6A"	0.559391695365807	0.604694121467463	5.79652382186991	6.18116675804807e-08	2.39394529746246e-07	7.30354219868679
"STK24"	0.479991141522631	2.82590044112096	5.79310162432486	6.27916255945329e-08	2.43095724330364e-07	7.28816422376184
"SLC25A12"	0.279761101895789	2.14369923303772	5.79151460123887	6.32512351161154e-08	2.44780321656793e-07	7.2810344525057
"DDX1"	0.339659354704738	4.69792480185903	5.79133567682949	6.3303259146792e-08	2.44886882579466e-07	7.28023069311612
"PMS2P3"	0.377173210110404	1.02927018461134	5.79086329390567	6.34408110180023e-08	2.45324095197225e-07	7.27810873201512
"DCBLD1"	0.669617251556667	2.21107786785219	5.79073521445535	6.34781566421218e-08	2.45373624438043e-07	7.27753341068358
"GTF2IP5"	0.164535099504503	0.21278860985242	5.78937261923743	6.38768027471253e-08	2.46819175993529e-07	7.27141318310605
"MAP4"	-0.423240357115613	4.37839362078693	-5.78869572848781	6.40757489844116e-08	2.47492271086951e-07	7.26837315354005
"KRT8P3"	0.761711091405667	1.26701098546427	5.78821509667597	6.42173814773694e-08	2.47943557827681e-07	7.26621467274411
"CLIC1"	0.475612752116141	7.52477635278123	5.78677001202001	6.46450720311271e-08	2.49498541223956e-07	7.25972549348127
"KPNA6"	0.354949296341228	3.7289109900264	5.78667552985741	6.46731323490368e-08	2.49510541470049e-07	7.25930125020994
"SLC22A20P"	0.169963744252258	0.250016831310239	5.78639125245618	6.47576321897031e-08	2.49740193558439e-07	7.25802481210279
"TMEM92-AS1"	0.46657875862214	0.745597208313982	5.78513889566345	6.51311800904855e-08	2.51083963340345e-07	7.25240199183017
